統一編號: ,公司名稱: ,公司地址: ,資本額總額: ,核准設立日期: ,最後核准變更日期: ,公司狀態: ,代表人/創辦人/員工: ,industry0,industry1,,登記種類: ,登記機關名稱: ,category1,category2,category3,category4,category5,category6,category7,category8,category9,category10
98104900,新曙冷飲店,基隆市仁愛區愛一路103之1號2樓,3000,1998-01-15,2017-03-02,核准設立 - 獨資 (核准文號: 1060000384),,鄭閎仁,登記種類: ,,,基隆市政府,新曙冷飲店,,,,,,,,,
98106055,瀚洋通訊行,基隆市仁愛區智仁里愛三路九六號一樓,100000,1998-04-16,2006-03-08,核准設立 - 獨資,,林坤榕,登記種類: ,,,基隆市政府,98106055,,,,,,,,,
98106533,久久冷飲店,基隆市仁愛區仁德里愛二路五四巷一三號一樓,5000,1998-06-01,2012-01-09,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,陳寶珍,統一編號: ,,,,,,,,
98107625,新生教育用品社,基隆市仁愛區仁德里愛三路四五號一樓,200000,1998-07-31,2000-05-29,核准設立 - 獨資,,凌國賓,登記種類: ,,,基隆市政府,新生教育用品社,,,,,,,,,
98109644,小三視聽歌唱行,基隆市仁愛區仁德里愛一路四二號八樓,3000000,1999-01-18,2018-03-01,核准設立 - 獨資 (核准文號: 1070000374),,營業地址: ,基隆市仁愛區仁德里愛一路４２號８樓,,,基隆市政府,陳月嬌,登記種類: ,商業登記,營業人名稱: ,小三視聽歌唱行,統一編號: ,98109644, 視聽歌唱業 ,,
98117314,芷妘服飾行,基隆市仁愛區仁德里愛二路５１號１樓,200000,1998-03-02,2008-03-14,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,陳諭臻,使用統一發票: ,,,,,,,,
00004553,三美食品行,基隆市仁愛區愛三路49巷16號,5000,1973-06-30,2014-09-30,核准設立 - 獨資 (核准文號: 1030002155),,統一編號: ,00004553,,,基隆市政府,鄭邱碧絲,登記種類: ,商業登記,營業人名稱: ,三美食品行,營業地址: ,,,,
00112808,老美玉香舖,基隆市仁愛區愛三路一六號,3000,1962-12-04,2006-04-21,核准設立 - 獨資,,周兩成,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00126654,牡丹女裝社,基隆市仁愛區愛三路四九巷一二號,3000,1964-11-04,1971-09-17,核准設立 - 獨資,,簡秦牡丹,登記種類: ,,,基隆市政府,牡丹女裝社,,,,,,,,,
00132305,志明商號,基隆市仁愛區仁愛市場2樓D17,5000,1964-05-04,1990-10-15,停業 (停業起迄日期 101年05月24日 至 102年05月23日) - 獨資,,劉志明,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00145477,奇珍銀樓鐘錶有限公司,基隆市仁愛區愛三路57號,1800000,1971-05-12,2014-10-03,核准設立,,是,設立日期: ,首飾及貴金屬零售業,,經濟部中部辦公室,魏偉航,登記種類: ,公司登記,營業人名稱: ,奇珍銀樓鐘錶有限公司,統一編號: ,00145477,營業地址: ,基隆市仁愛區仁德里愛三路５７號,使用統一發票: 
00155101,協昌商號,基隆市仁愛區仁愛市場Ｏ號一樓Ｃ一之二號,20000,1963-06-15,1991-10-24,核准設立 - 獨資,,蕭永川,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00160701,明星行,基隆市仁愛區愛一路九一號,5000,1967-06-12,1985-11-20,核准設立 - 獨資,,蔡財源,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00177203,松發商號,基隆市仁愛區愛一路一七巷一三號,3000,1966-11-15,2011-03-25,核准設立 - 獨資,,黃淑芬,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00197474,建興綢布莊,基隆市仁愛區愛二路一七號,5000,1969-10-08,1969-10-08,核准設立 - 獨資,,黃許阿碧,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00198191,美都百貨行,基隆市仁愛區愛一路弄五五號一樓,5000,1970-08-13,1989-11-24,核准設立 - 獨資,,陳茂田,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00199311,新建成百貨行,基隆市仁愛區愛一路一ＯＯ號,3000,1973-01-30,1979-08-25,核准設立 - 獨資,,邱銘瀚,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00225401,保証責任基隆市第一信用合作社忠二路分社,基隆市仁愛區忠二路二Ｏ號,0,1968-04-17,1986-10-28,核准設立 - 00,,黃澤青,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00260687,捷豐企業有限公司,基隆市仁愛區仁五路8號12樓之2,5000000,1969-05-13,2013-07-25,核准設立,,營業人名稱: ,捷豐企業有限公司,,,經濟部中部辦公室,楊三郎,登記種類: ,公司登記,營業地址: ,,,,,,
00261525,國隆輪胎實業有限公司,基隆市仁愛區南榮路七五號,5400000,1970-08-27,2016-07-04,核准設立,,登記種類: ,公司登記,,,經濟部中部辦公室,賴國龍,統一編號: ,,,,,,,,
00267008,連珍餅店,基隆市仁愛區博愛里愛二路四二號,3000,1957-09-15,2003-04-14,核准設立 - 獨資,,營業人名稱: ,連珍餅店,,,基隆市政府,鄭藝快,登記種類: ,商業登記,營業地址: ,,,,,,
00312904,順益行,基隆市仁愛區愛一路一七巷二號,81000,1958-12-15,1978-11-30,核准設立 - 獨資,,郭順益,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00337406,復興號,基隆市仁愛區仁愛市場四九號,3000,1957-03-15,2003-01-15,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,賴榮煌,營業人名稱: ,,,,,,,,
00345200,華豐報關行,基隆市仁愛區愛二路55號4樓,80000,1984-01-27,2014-12-09,核准設立 - 獨資 (核准文號: 1030002876),,高杜瓊珠,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00359409,勝發香舖,基隆市仁愛區博愛里愛一路九二號一樓,3000,1964-01-21,2002-07-31,核准設立 - 獨資,,統一編號: ,00359409,,,基隆市政府,李文榮,登記種類: ,商業登記,營業人名稱: ,勝發香舖,使用統一發票: ,,,,
00373009,萬國當舖,基隆市仁愛區愛三路58號1樓,1500000,1956-11-15,2013-05-02,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,王正驛,營業人名稱: ,,,,,,,,
00385820,新裕益行,基隆市仁愛區愛一路一七巷五號,48000,1968-11-06,1990-05-21,核准設立 - 獨資,,陳欽祥,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00387101,裕源商店,基隆市仁愛區愛一路一七巷七號,1000,1966-06-30,1966-06-30,核准設立 - 獨資,,許鄭欽,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00403806,福生布莊,基隆市仁愛區愛二路五號,5000,1965-12-01,1994-03-17,核准設立 - 獨資,,襲應興,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00413419,寬記,基隆市仁愛區愛三路一Ｏ四號二樓,10000,1965-03-01,1990-09-27,核准設立 - 獨資,,謝偉義,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00445003,慶隆百貨行,基隆市仁愛區南榮路三三號,5000,1962-10-09,2019-08-16,核准設立 - 獨資 (核准文號: 1080001803),,林翠麗,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00452405,賢杰藥局,基隆市仁愛區愛一路9之1號,3000,1970-12-28,2014-12-30,核准設立 - 獨資 (核准文號: 1030003121),,營業人名稱: ,賢杰葯局,,,基隆市政府,陳仕杰,登記種類: ,商業登記,統一編號: ,,,,,,
00460334,聯成燊記船務代理有限公司,基隆市仁愛區仁五路8號7樓之4,9000000,1971-07-29,2016-07-01,核准設立,,登記種類: ,公司登記,,,經濟部中部辦公室,林燊,營業人名稱: ,,,,,,,,
00476841,寶山眼鏡有限公司,基隆市仁愛區愛三路88號,4000000,1968-01-28,2016-06-27,核准設立,,營業人名稱: ,寶山眼鏡有限公司,,,經濟部中部辦公室,陳煌裕,登記種類: ,公司登記,統一編號: ,,,,,,
00654774,振豐西服號,基隆市仁愛區仁五路一二號四樓二室,50000,1973-08-30,1987-10-28,核准設立 - 獨資,,陳淑華,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00655416,振元布莊,基隆市仁愛區愛二路七號右邊,3000,1973-09-29,1973-09-29,核准設立 - 獨資,,黃陳麗雲,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00657955,奇藝行,基隆市仁愛區愛一路六六號之一,3000,1974-02-05,1989-07-24,核准設立 - 獨資,,黃玉鳳,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00658841,吉祥撞球館,基隆市仁愛區愛三路87號7樓之1至9,10000,1974-03-04,2015-11-25,核准設立 - 獨資 (核准文號: 1040002660),,營業人名稱: ,吉祥撞球館,,,基隆市政府,游太平,登記種類: ,商業登記,營業地址: ,,,,,,
00662423,永隆報關有限公司,基隆市仁愛區孝一路七四之二號三樓,500000,1974-06-11,2019-11-29,核准設立,,登記種類: ,公司登記,,,經濟部中部辦公室,朱文華,營業人名稱: ,,,,,,,,
00663936,有限責任基隆市輪船理貨勞動合作社,基隆市仁愛區孝二路三九號六樓六Ｏ三室,349700,1974-10-22,1995-07-19,核准設立 - 00,,簡進傳,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00664695,新生行,基隆市仁愛區博愛里愛一路九七之一號二樓,5000,1974-11-23,2000-04-28,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,宋美燕,營業人名稱: ,,,,,,,,
00667124,義成商號,基隆市仁愛區仁愛市場98號,5000,1975-04-15,1975-04-15,核准設立 - 獨資,,營業人名稱: ,義成商號,,,基隆市政府,陳蕭美珠,登記種類: ,商業登記,統一編號: ,,,,,,
00667406,智仁茶莊,基隆市仁愛區仁三路八六號,5000,1975-04-07,1975-04-02,核准設立 - 獨資,,周進和,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00668778,乾坤報關包裝有限公司,基隆市仁愛區愛一路五○號之三、四樓,5000000,1975-05-03,2005-04-22,核准設立,,公司登記,營業人名稱: ,,,經濟部中部辦公室,曾玉鳳,登記種類: ,00668778,,,,,,,
00685158,永豐旅社,基隆市仁愛區愛三路四九巷一四號二ˋ三樓,10000,1977-04-23,2014-08-28,核准設立 - 獨資 (核准文號: 1030001853),,登記種類: ,商業登記,,,基隆市政府,范姜弘,營業人名稱: ,,,,,,,,
00693410,世海報關有限公司,基隆市仁愛區愛一路35號9樓之3、4,5000000,1977-10-11,2020-03-30,核准設立,,高浩然,登記種類: ,,,經濟部中部辦公室,公司登記,,,,,,,,,
00695971,仁成商號,基隆市仁愛區Ｏ號,10000,1978-02-16,1978-02-16,核准設立 - 獨資,,吳仁勇,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00696726,信孚報關有限公司,基隆市仁愛區愛一路６２號之３,700000,1978-03-02,2005-06-02,核准設立,,藍鴻池,登記種類: ,,,經濟部中部辦公室,公司登記,,,,,,,,,
00698935,品客服飾店,基隆市仁愛區愛二路四一號前段,10000,1978-06-08,1989-06-12,核准設立 - 獨資,,鄭梅香,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00713611,龍門園藝,基隆市仁愛區博愛里愛一路一六號一樓,5000,1980-12-27,2000-08-31,核准設立 - 獨資,,營業人名稱: ,龍門園藝,,,基隆市政府,朱秋美,登記種類: ,商業登記,統一編號: ,,,,,,
00788598,寶麒銀樓,基隆市仁愛區愛二路20號1樓,300000,1983-09-20,2012-09-27,核准設立 - 獨資,,李銘華,登記種類: ,,,基隆市政府,寶麒銀樓,,,,,,,,,
00807103,永合報關股份有限公司,基隆市仁愛區仁五路12號4樓之3,5000000,1979-04-11,2019-10-07,,,登記種類: ,公司登記,,,經濟部中部辦公室,核准設立,代表人/創辦人/員工: ,江永華,統一編號: ,,,,,,
00810058,聯興百貨行,基隆市仁愛區愛一路六三號一樓,8000,1979-08-14,2019-07-09,核准設立 - 獨資 (核准文號: 1080001501),,統一編號: ,00810058,,,基隆市政府,徐于茜,登記種類: ,商業登記,營業人名稱: ,聯興百貨行,使用統一發票: ,,,,
00810584,鴻林行,基隆市仁愛區愛一路五一號,5000,1979-08-22,2003-04-03,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,林阿為,統一編號: ,,,,,,,,
00814033,美味香肉脯店,基隆市仁愛區愛二路二Ｏ號,3000,1980-01-16,2010-07-07,核准設立 - 獨資,,陳煒逢,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00814961,廣發鮮魚號,基隆市仁愛區愛一路八八號,5000,1980-01-31,1980-01-31,核准設立 - 獨資,,白添壽,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00815259,新福百貨行,基隆市仁愛區愛一路九六號,3000,1980-02-25,1980-02-25,核准設立 - 獨資,,郭永發,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00818349,三谷小吃店,基隆市仁愛區博愛里愛一路１０２之１號２樓　,5000,1980-07-09,2016-06-15,核准設立 - 獨資 (核准文號: 1050001209),,登記種類: ,商業登記,,,基隆市政府,江麗華,統一編號: ,,,,,,,,
00818468,益茂報關有限公司,基隆市仁愛區愛一路57號之3,3000000,1996-03-12,2019-11-25,核准設立,,登記種類: ,公司登記,,,經濟部中部辦公室,劉林宗,營業人名稱: ,,,,,,,,
00823650,長生藥房,基隆市仁愛區愛二路18號,11000,1980-10-21,2019-08-14,核准設立 - 獨資 (核准文號: 1080001773),,登記種類: ,商業登記,,,基隆市政府,莊玉穿,統一編號: ,,,,,,,,
00830569,金妃美髮店,基隆市仁愛區愛一路17巷11號1樓,5000,1981-02-19,2011-11-07,核准設立 - 獨資,,程靖惠,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00832095,磨豆餐飲店,基隆市仁愛區愛一路四七號之一二樓,8000,1981-05-06,1997-09-01,核准設立 - 獨資,,吳靜華,登記種類: ,,,基隆市政府,磨豆餐飲店,,,,,,,,,
00835847,正興鐘錶行,基隆市仁愛區愛三路八二號,10000,1981-09-03,1990-10-27,核准設立 - 獨資,,游福正,登記種類: ,,,基隆市政府,正興鐘錶行,,,,,,,,,
00840362,元利蔘藥行,基隆市仁愛區愛一路9號1樓,5000,1982-02-18,2015-01-15,核准設立 - 獨資 (核准文號: 1040000117),,登記種類: ,商業登記,,,基隆市政府,林有利,營業人名稱: ,,,,,,,,
00841117,統一行,基隆市仁愛區仁四路19巷2之1號,200000,1982-06-07,2014-10-06,核准設立 - 獨資 (核准文號: 1030002232),,統一編號: ,00841117,,,基隆市政府,張松茂,登記種類: ,商業登記,營業人名稱: ,統一行,資本額(元): ,,,,
00845205,億興報關行,基隆市仁愛區仁五路8號12樓之1,5000000,1982-07-09,2016-12-12,核准設立 - 合夥 (核准文號: 1050002608),,陳寶月,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00860090,華南運動器材股份有限公司,基隆市仁愛區仁四路19巷9號1樓,5000000,1983-04-20,2013-01-24,,,宋伯麟,登記種類: ,,,經濟部中部辦公室,核准設立,代表人/創辦人/員工: ,公司登記,,,,,,,
00861062,大王肉脯店,基隆市仁愛區仁四路四二號一樓,8000,1983-06-16,2014-09-25,核准設立 - 獨資 (核准文號: 1030002119),,登記種類: ,商業登記,,,基隆市政府,李金鏡,營業人名稱: ,,,,,,,,
00864271,誠碩報關股份有限公司,基隆市仁愛區愛一路60之3號4樓,5000000,1983-10-17,2018-05-09,,,核准設立,代表人/創辦人/員工: ,,,經濟部中部辦公室,余長安,,,,,,,,,
00864574,新萬昌服裝百貨商行,基隆市仁愛區愛二路68之1號2樓,1000000,1983-11-01,2015-12-31,核准設立 - 獨資 (核准文號: 1040002967),,是,設立日期: ,,,基隆市政府,袁琇君,登記種類: ,商業登記,營業人名稱: ,新萬昌服裝百貨商行,統一編號: ,00864574,營業地址: ,基隆市仁愛區仁德里愛二路６８―１號２樓,使用統一發票: 
00866496,華成報關有限公司,基隆市仁愛區仁五路8號9樓之4,5000000,1984-01-10,2019-09-02,核准設立,,浦家秀,登記種類: ,,,經濟部中部辦公室,公司登記,,,,,,,,,
00867137,佳琪美容院,基隆市仁愛區愛三路八七號三樓之一,5000,1984-03-09,2003-01-06,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,許芷瑋,營業人名稱: ,,,,,,,,
00872390,夢園小吃店,基隆市仁愛區愛一路九四之一號二樓,5000,1984-08-22,2006-12-13,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,張志旺,統一編號: ,,,,,,,,
00872510,中美銀樓有限公司,基隆市仁愛區愛三路94號,2000000,1983-12-06,2011-05-26,核准設立,,是,設立日期: ,布疋、衣著、鞋、帽、傘、服飾品批發業,,經濟部中部辦公室,陳宋鳯娟,登記種類: ,公司登記,營業人名稱: ,中美銀樓有限公司,統一編號: ,00872510,營業地址: ,基隆市仁愛區仁德里愛三路９４號,使用統一發票: 
00885183,吉祥素菜商行,基隆市仁愛區愛三路19號,3000,1984-11-22,2020-02-03,核准設立 - 獨資 (核准文號: 1090000178),,登記種類: ,商業登記,,,基隆市政府,林錫坤,營業人名稱: ,,,,,,,,
00888695,上選咖啡器材專賣店,基隆市仁愛區愛一路六Ｏ號之一二樓,3000,1985-01-16,2003-08-25,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,陳明政,統一編號: ,,,,,,,,
00889527,震隆報關行,基隆市仁愛區文昌里孝三路三０巷六號三樓,5000000,1985-07-05,2015-06-11,核准設立 - 合夥 (核准文號: 1040001288),,登記種類: ,商業登記,,,基隆市政府,李仁壽,營業人名稱: ,,,,,,,,
00894036,聯喬流行百貨,基隆市仁愛區愛一路三一號一樓,5000,1985-06-10,1993-01-06,核准設立 - 獨資,,陳淑貞,登記種類: ,,,基隆市政府,聯喬流行百貨,,,,,,,,,
00900001,聯華報關行,基隆市仁愛區仁五路八號一一樓之四,5000000,1985-08-02,2015-11-12,核准設立 - 合夥 (核准文號: 1040002525),,登記種類: ,商業登記,,,基隆市政府,游子慧,營業人名稱: ,,,,,,,,
00903204,金和發銀樓有限公司,基隆市仁愛區博愛里一四鄰愛二路三二號,1000000,1985-11-28,2004-12-30,核准設立,,公司登記,營業人名稱: ,,,經濟部中部辦公室,黃簡麗雲,登記種類: ,00903204,,,,,,,
00906498,新義香食品行,基隆市仁愛區仁四路46號,10000,1986-04-26,2014-11-06,核准設立 - 獨資 (核准文號: 1030002570),,登記種類: ,商業登記,,,基隆市政府,張淑媜,統一編號: ,,,,,,,,
00908931,廣恩蔘藥行,基隆市仁愛區愛一路九九號,40000,1986-07-28,1986-07-28,核准設立 - 獨資,,游祥士,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00920604,地平線服飾,基隆市仁愛區愛二路二一號一樓,5000,1988-01-25,2019-01-31,歇業 - 獨資 (核准文號: 1080000245),,營業人名稱: ,地平線服飾,,,基隆市政府,陳清水,登記種類: ,商業登記,統一編號: ,,,,,,
00937886,貿一企業行,基隆市仁愛區文昌里愛一路三五號一Ｏ樓之一（限作辦公室使用）,20000,1991-08-13,2000-08-11,核准設立 - 獨資,,營業人名稱: ,貿一企業行,,,基隆市政府,陳再生,登記種類: ,商業登記,營業地址: ,,,,,,
09702050,滿滿日式炭火燒肉坊,基隆市仁愛區愛二路23號1樓,480000,2006-06-20,2014-12-18,核准設立 - 獨資 (核准文號: 1030002959),,登記種類: ,商業登記,,,基隆市政府,華正朗,營業人名稱: ,,,,,,,,
09808309,桂英美容工作室,基隆市仁愛區博愛里愛三路二二號二樓,20000,2007-04-16,2007-04-16,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,劉桂英,營業人名稱: ,,,,,,,,
09811971,采芳美妍工作室,基隆市仁愛區愛二路46之1號3樓,200000,2007-04-19,2011-04-14,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,李璧如,營業人名稱: ,,,,,,,,
09848246,佳美點心專賣店,基隆市仁愛區博愛里愛二路10號1樓,240000,2009-05-27,2009-05-27,核准設立 - 獨資,,營業人名稱: ,佳美點心專賣店,,,基隆市政府,邱善蕎,登記種類: ,商業登記,統一編號: ,,,,,,
09880625,美人國視聽歌唱行,基隆市仁愛區博愛里愛三路１號７樓,100000,2007-08-06,2008-10-30,核准設立 - 獨資,,統一編號: ,09880625,,,基隆市政府,吳,登記種類: ,商業登記,營業人名稱: ,美人國視聽歌唱行,設立日期: ,,,,
09890644,立奧玩髮沙龍店,基隆市仁愛區博愛里愛二路一三號二樓,50000,2007-07-23,2007-07-23,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,王逸杰,營業人名稱: ,,,,,,,,
09914358,吉星彩券行,基隆市仁愛區博愛里愛二路一二號一樓,10000,2006-08-25,2006-08-25,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,鄒福興,營業人名稱: ,,,,,,,,
09997821,皇駒土木包工業,基隆市仁愛區吉仁里南新街三一巷三五號底二層,1000000,2006-11-24,2006-11-24,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,黃隆慶,營業人名稱: ,,,,,,,,
10038666,雅昱絲髮型美容坊,基隆市仁愛區博愛里愛二路一五號二樓,5000,2007-09-27,2007-09-27,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,陳金雲,營業人名稱: ,,,,,,,,
10563422,豐珍服飾店,基隆市仁愛區博愛里愛二路４６之１號１樓,200000,2008-03-07,2019-08-01,核准設立 - 獨資 (核准文號: 1080001710),,是,設立日期: ,,,基隆市政府,任小提,登記種類: ,商業登記,營業人名稱: ,豐珍服飾店,統一編號: ,10563422,營業地址: ,基隆市仁愛區博愛里愛二路４６―１號１樓,使用統一發票: 
10602918,慧怡企業社,基隆市仁愛區愛三路72號3樓,200000,2008-04-29,2013-07-25,核准設立 - 獨資,,統一編號: ,10602918,,,基隆市政府,廖麗慧,登記種類: ,商業登記,營業人名稱: ,慧怡企業社,營業地址: ,,,,
10615982,依莉流行服飾店,基隆市仁愛區明德里愛三路１７號１樓,30000,2008-06-13,2008-06-13,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,林杏芳,營業人名稱: ,,,,,,,,
10646710,富爾泰養生館,基隆市仁愛區愛二路28、30號3樓,100000,2011-12-27,2011-12-27,核准設立 - 獨資,,營業地址: ,基隆市仁愛區博愛里愛二路２８、３０號３樓,,,基隆市政府,江貞,登記種類: ,商業登記,營業人名稱: ,富爾泰養生館,統一編號: ,10646710,設立日期: ,,
12910503,隆達成功管理顧問有限公司,基隆市仁愛區延平街四七巷十二號,1000000,2001-10-09,,核准設立,劉大椿,設立日期: ,2001-10-23,企業經營管理顧問業,,經濟部中部辦公室,公司登記,營業人名稱: ,隆達成功管理顧問有限公司,統一編號: ,12910503,營業地址: ,基隆市仁愛區智仁里延平街４７巷１２號１樓,使用統一發票: ,是,J304010
12944335,趨勢投資股份有限公司,基隆市仁愛區愛三路118號11樓,25000000,2001-09-05,2016-05-12,,,代表人/創辦人/員工: ,陳淑卿,,,經濟部中部辦公室,核准設立,登記種類: ,,,,,,,,
12996017,興萬寶鐘錶有限公司,基隆市仁愛區愛三路87號1樓,6000000,2001-12-20,2010-04-20,核准設立,,是,設立日期: ,鐘錶批發業,,經濟部中部辦公室,連慧貞,登記種類: ,公司登記,營業人名稱: ,興萬寶鐘錶有限公司,統一編號: ,12996017,營業地址: ,基隆市仁愛區仁德里愛三路８７號１樓,使用統一發票: 
14431682,瑞益果菜行,基隆市仁愛區博愛里愛一路八八號一樓,5000,2002-03-15,2005-02-02,核准設立 - 獨資,,營業人名稱: ,瑞益果菜行,,,基隆市政府,鄭文富,登記種類: ,商業登記,統一編號: ,,,,,,
14441056,山形屋精品服飾店,基隆市仁愛區愛二路30號1樓,100000,2002-07-22,2013-08-09,核准設立 - 獨資,,使用統一發票: ,否,,,基隆市政府,盧秀珍,登記種類: ,商業登記,營業人名稱: ,山形屋精品服飾店,統一編號: ,14441056,營業地址: ,基隆市仁愛區博愛里愛二路３０號１樓,資本額(元): 
14441767,三六九小吃店,基隆市仁愛區愛一路42號5樓,10000,2002-10-09,2019-09-26,核准設立 - 獨資 (核准文號: 1080002083),,登記種類: ,商業登記,,,基隆市政府,李清吉,統一編號: ,,,,,,,,
14442196,天籟視聽歌唱行,基隆市仁愛區愛三路57號4樓及7樓,200000,2002-11-13,2012-06-22,核准設立 - 獨資,,統一編號: ,14442196,,,基隆市政府,林怡伶,登記種類: ,商業登記,營業人名稱: ,天籟視聽歌唱行,設立日期: ,,,,
14443097,兩個女人精品服飾店,基隆市仁愛區博愛里愛二路２８號１樓,50000,2002-11-01,2008-04-24,核准設立 - 獨資,,營業地址: ,基隆市仁愛區博愛里愛二路２８號１樓,,,基隆市政府,盧映伶,登記種類: ,商業登記,營業人名稱: ,兩個女人精品服飾店,統一編號: ,14443097, 布疋、衣著、鞋、帽、傘、服飾品零售業 ,,
14446405,晶宸小吃店,基隆市仁愛區博愛里愛三路４９巷３４號１樓,10000,2003-01-09,2015-09-24,核准設立 - 獨資 (核准文號: 1040002083),,統一編號: ,14446405,,,基隆市政府,黃明雪,登記種類: ,商業登記,營業人名稱: ,晶宸小吃店,設立日期: ,,,,
14446778,花牡丹小吃店,基隆市仁愛區愛三路1號11樓,5000,2003-03-20,2018-06-15,核准設立 - 獨資 (核准文號: 1070001249),,營業人名稱: ,花牡丹小吃店,,,基隆市政府,張國順,登記種類: ,商業登記,使用統一發票: ,,,,,,
16151897,尚智運動世界股份有限公司愛四分公司,基隆市仁愛區愛四路８８之１號１樓,0,1997-08-30,2003-03-28,核准設立,傅子斌,登記種類: ,公司登記,,,,,,,,,,,,,
16266547,億新報關股份有限公司,基隆市仁愛區仁五路8號12樓之1,5000000,1997-11-13,2016-07-05,,,代表人/創辦人/員工: ,林英雄,,,經濟部中部辦公室,核准設立,登記種類: ,,,,,,,,
16439371,統一超商股份有限公司基隆市第二十六分公司,基隆市仁愛區成功一路115、117號1樓,0,1998-03-04,2018-09-06,核准設立,張耀銘,登記種類: ,公司登記,,,,,,,,,,,,,
16839566,統一超商股份有限公司基隆市第三十二分公司,基隆市仁愛區孝三路89、91號1樓,0,1999-03-29,2010-05-12,核准設立,張耀銘,登記種類: ,公司登記,,,,,,,,,,,,,
18295511,黃秋燕美容工作室,基隆市仁愛區博愛里愛二路三六號二樓,20000,2000-11-27,2000-11-27,核准設立 - 獨資,,營業人名稱: ,黃秋燕美容工作室,,,基隆市政府,黃秋燕,登記種類: ,商業登記,營業地址: ,,,,,,
18300459,晨揚小吃店,基隆市仁愛區愛三路37號3樓,100000,2001-05-22,2016-12-28,核准設立 - 獨資 (核准文號: 1050002743),,登記種類: ,商業登記,,,基隆市政府,周政雄,營業人名稱: ,,,,,,,,
18306587,海因絲咖啡烘培坊,基隆市仁愛區仁三路53號2、3樓,10000,2001-05-15,2016-05-26,核准設立 - 獨資 (核准文號: 1050001056),,是,設立日期: ,飲料店業,,基隆市政府,康明湧,登記種類: ,商業登記,營業人名稱: ,海因絲咖啡烘焙坊,統一編號: ,18306587,營業地址: ,基隆市仁愛區博愛里仁三路５３號２、３樓,使用統一發票: 
18306670,東明中藥行,基隆市仁愛區愛一路17巷4號1樓,4000,2001-05-17,2016-12-20,核准設立 - 獨資 (核准文號: 1050002675),,使用統一發票: ,否,,,基隆市政府,江錦源,登記種類: ,商業登記,營業人名稱: ,東明中藥行,統一編號: ,18306670,營業地址: ,基隆市仁愛區博愛里愛一路１７巷４號１樓,設立日期: 
18307143,晴漾設計名店,基隆市仁愛區新店里愛一路53-1號2樓,10000,2001-06-19,2017-12-27,核准設立 - 獨資 (核准文號: 1060002693),,登記種類: ,商業登記,,,基隆市政府,朱秋霓,統一編號: ,,,,,,,,
18307262,灰姑娘服飾店,基隆市仁愛區博愛里愛二路一二號一樓,5000,2001-06-27,2001-06-27,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,林堅城,營業人名稱: ,,,,,,,,
